代码,名称,GB2,CLSOE2,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,流动资产,固定资产,无形资产,流动负债,长期负债,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,营业外收支,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,64组换手,64组涨幅,64组振幅,64组总量,64组总额,64组上涨%,MACD,BBI,MA,BIAS,KDJ,W&R,PSY,OBV,ASI,BOLL,VSTD,ADTM,ATR
'300122',智飞生物,0.495,44.75,0.162,1.868,0.08 ,0.0421,0.13,0.676,65.946,330.443,416.73,54.961,1.867,484820,299872,70978,19835,155293,9810,165103,319716,20796,6740,-12935,-20400,83833,45731,30975,-500,30476,25963,129024,160000,86917,86917,86.36%,63.35%,82.15%,7506200,2669247.25,64.06,2.94,43.133,44.63,4.014,77.53,8.2,75,8286655,-541.744,39.262,67928.836,0.747,2.2
'603589',口子窖  ,0.517,58.62,0.75,9.222,0.08 ,-0.267,1.628,5.995,76.654,37.2,21.02,74.744,9.221,721869,505850,112771,42159,162027,6500,168527,553341,97688,-16011,-6779,-22789,124988,73987,59611,123,59734,44868,359694,60000,29352,29352,70.52%,29.16%,45.90%,2069933,979451.75,48.44,3.65,54.954,57.928,3.316,86.496,11.83,75,5734768,243.016,49.3,23320.131,0.669,3.18
'000702',正虹科技,-0.014,6.52,0.155,1.912,0.08 ,-0.0493,0.685,0.0463,70.295,859.615,13.02,7.808,1.912,72539,34073,24002,2107,19785,1581,21366,50991,18258,-1316,7313,4925,28278,2045,5460,-29,5431,4128,1234,26663,26663,26663,131.79%,-17.67%,22.13%,3513909,225512.75,45.31,-0.022,6.364,6.412,-10.979,49.291,98.077,33.333,48429236,-1386.52,6.35,20947.248,-0.138,0.81
'002110',三钢闽光,0.009,16.9,0.703,7.219,0.08 ,0.102,3.336,2.409,68.888,136.907,27.144,22.817,7.219,1738522,982942,640744,32335,484699,56188,540887,1197635,458223,14071,-76825,-40163,607891,132926,127203,65,127268,96573,536905,137362,99062,99062,151.88%,-34.12%,40.07%,15045216,3150769,50,-0.372,16.48,16.526,-9.368,53.926,89.627,58.333,31406310,-898.068,16.383,37225.121,-0.327,2.09
'600282',南钢股份,0.097,4.5,0.229,2.812,0.08 ,0.0773,0.415,1.223,31.144,83.622,21.901,19.832,2.812,4051980,1698667,2042719,85792,2283102,107693,2390795,1261947,183154,34099,-8710,58715,1036891,197299,143230,-148,143082,100788,561112,440898,387575,387575,149.45%,-21.71%,36.92%,57924908,2918922.75,45.31,-0.039,4.503,4.452,-5.909,19.831,95.455,25,120282224,-709.06,4.516,244600.891,-0.325,0.31
'000651',格力电器,0.087,48.58,0.93,11.789,0.08 ,2.387,0.0173,10.194,32.478,39.035,33.287,30.858,11.788,21836466,17153882,1748815,358292,14551133,66714,14617846,7092090,10388,1435965,-538788,822318,3956159,1192729,633316,5471,638787,558162,6132170,601573,596957,596957,75.27%,-20.60%,21.82%,44934272,22082584,45.31,-0.442,46.949,47.324,-6.971,53.516,94.802,66.667,73138888,-461.195,47.065,250585.469,-0.037,4.83
'002597',金禾实业,-0.006,24.14,0.52,5.752,0.08 ,0.194,0.896,3.3,60.358,45.18,2.758,34.977,5.692,563331,393413,128596,6611,176984,46330,223313,340017,50545,10952,-1871,-13294,113725,38803,33830,-204,33626,29161,186197,56424,55951,55951,94.56%,-24.43%,28.48%,5290930,1348532.88,54.69,-0.299,23.418,23.504,-13.021,56.783,97.783,66.667,18705584,-486.555,23.595,16898.598,-0.594,3.69
'001979',招商蛇口,-0.052,23.15,0.73,8.179,0.08 ,-1.158,2.475,4.311,20.673,172.307,32.038,49.449,8.113,36060888,31362740,318887,51993,17750636,8266481,26017118,7454862,1956123,-915169,57040,154544,916313,371292,722772,307,723080,577805,3897579,790409,189965,189965,120.86%,-31.23%,37.93%,22959952,5172368.5,50,0,21.537,21.824,-20.975,56.389,97.792,50,19230196,-381.989,21.397,100310.742,-0.401,5.94
'002032',苏 泊 尔,0.316,49.72,0.553,6.094,0.08 ,0.536,0.127,4.557,61.528,21.917,21.244,31.068,6.088,909423,755732,84694,33466,347335,2485,349820,559549,10457,44063,-37782,6167,488700,148084,60260,17,60277,45244,433330,82129,54465,54465,23.37%,17.21%,38.97%,1272614,567485.13,53.13,1.803,49.011,49.568,1.137,46.998,31.5,50,7109535,75.318,46.893,12207.863,0.334,2.43
'600167',联美控股,-0.041,11.03,0.338,4.244,0.08 ,-0.21,1.613,1.527,71.224,31.714,14.949,59.681,4.24,1080938,600753,266960,29305,77365,227069,304433,769886,371897,-37018,-29969,-67517,120254,71283,78091,682,78773,59479,291669,176009,82179,82179,6.12%,-15.23%,21.71%,502679,121385.17,40.63,-0.268,11.426,11.25,-6.222,22.937,86.819,33.333,19234452,-863.398,11.847,8854.691,-0.424,0.66
'600887',伊利股份,0.113,26.34,0.35,4.471,0.08 ,0.275,0.459,2.667,55.476,21.145,24.556,38.8,4.46,4898469,2845808,1399012,51405,2136526,30643,2167169,2717473,278880,167006,-138578,-180450,1957565,745087,250233,-86,250147,210024,1621003,607849,603337,603337,82.23%,-20.78%,31.60%,49613232,14442851,43.75,-0.69,26.105,25.926,3.859,68.951,41.239,41.667,66581488,-578.894,26.9,445972.656,-0.104,0.86
'300132',青松股份,0.581,11.25,0.157,1.992,0.08 ,0.206,0.214,0.695,75.346,429.736,64.679,38.082,1.991,104593,64615,32108,2839,24960,826,25786,78807,8242,7956,-451,12422,25386,9620,7195,-5,7190,6080,28734,38592,31090,31090,124.66%,44.61%,69.21%,3875495,375895,54.69,0.708,10.638,11.208,-0.378,74.219,30.363,58.333,13949731,-355.727,9.804,42478.754,0.677,0.37
'601888',中国国旅,0.277,61.94,0.594,7.208,0.08 ,1.094,1.968,4.042,65.77,61.48,53.074,39.469,7.099,2294138,1909286,139691,108495,659942,16858,676801,1508853,384220,213699,-7462,193255,884911,336125,166654,367,167021,115983,890653,195248,195248,195248,38.71%,24.50%,38.17%,7558446,4115913.25,57.81,2.126,59.002,61.1,3.028,90.995,6.657,66.667,12049015,-581.884,55.393,71500.953,0.499,1.75
'002215',诺 普 信,-0.022,7.59,0.175,2.145,0.08 ,-0.357,0.329,0.692,46.128,40.357,20.32,33.848,2.133,454773,297755,30229,33399,194536,8355,202891,209777,30035,-32631,1332,-15943,103579,34735,17388,384,17772,16029,76936,91408,72532,72532,86.84%,7.58%,34.60%,6298416,460052.63,48.44,0.04,7.372,7.496,-9.361,54.924,83.582,41.667,18342134,-977.228,7.342,64939.301,-0.529,0.82
'300511',雪榕生物,-0.183,11.15,0.258,3.4,0.08 ,0.366,0.922,1.433,39.734,132.283,106.355,27.901,3.041,378446,53936,241003,23115,135187,89947,225134,150371,60614,15884,-18551,-4861,54184,14758,11198,2,11199,11214,64971,43425,23208,23208,94.58%,-16.35%,54.43%,2195034,377322.59,56.25,-0.377,11.147,11.062,-23.333,36.724,97.409,33.333,1774970,-329.436,11.831,46426.891,-0.547,2.74
'000568',泸州老窖,0.094,66.98,0.827,11.177,0.08 ,0.238,2.419,6.648,81.26,51.863,26.199,74.667,11.177,2014744,1449445,109013,22888,351089,7103,358192,1637187,354352,34849,-14164,26897,336997,217257,164477,288,164765,121106,973826,146475,140177,140177,40.92%,-10.98%,23.30%,5736484,3421845.75,53.13,0.836,62.687,63.894,-12.355,60.058,98.198,66.667,43677204,-2374.47,61.61,29561.15,-0.152,11.09
'600436',片仔癀  ,0.466,101.44,0.54,6.927,0.08 ,0.401,1.057,3.999,72.983,44.065,42.062,46.486,6.909,608175,466089,24032,16658,128364,6733,135097,443864,63754,24177,-1297,29542,122219,55374,38333,72,38405,32612,267188,60332,60332,60332,55.47%,56.32%,64.82%,3346374,2797880.5,57.81,5.048,97.788,100.65,10.029,86.332,8.264,58.333,7146586,586.769,90.862,18090.305,0.745,10.74
'600426',华鲁恒升,0.165,18.66,0.453,6.036,0.08 ,0.51,1.242,3.351,59.532,133.914,39.83,30.142,5.99,1683858,293668,1049402,51600,344520,336908,681428,1002431,201287,82601,-36320,59495,343843,100789,86591,-67,86524,73409,567201,162036,161453,161453,82.33%,-6.67%,26.28%,13292468,2282301,48.44,0.432,17.856,18.186,-6.462,53.576,78.472,66.667,49191504,-515.392,17.07,63748.977,0.449,1.72
'603198',迎驾贡酒,0.319,16.34,0.41,4.854,0.08 ,0.0021,1.579,1.905,78.419,12.456,11.869,65.407,4.85,566623,397620,128493,11811,115425,6119,121544,444340,126300,167,909,1091,112993,56647,43299,42,43341,32415,208360,80000,80000,80000,22.44%,13.95%,26.09%,1795161,283719.91,53.13,0.574,16.034,16.6,6.199,86.026,5.966,66.667,6897123,-784.54,15.027,23547.43,0.711,1.43
'000963',华东医药,0.167,47.32,0.452,5.728,0.08 ,-0.382,1.684,2.707,52.182,21.173,9.615,31.653,5.719,1734793,1384459,191722,80627,677804,107025,784829,905247,294159,-55742,-26678,-80348,783675,243020,84916,-217,84699,65920,464651,145817,130218,130218,27.76%,21.27%,44.36%,3615444,2322117.5,50,0.983,46.207,46.825,-4.487,58.689,59.775,41.667,15829713,3.651,45.378,19139.803,0.086,2.72
'600340',华夏幸福,-0.152,27.65,0.74,9.195,0.08 ,-3.25,1.09,6.679,10.338,30.326,21.479,59.981,8.488,37562568,34763192,278883,518115,22479992,8066314,30546308,3883139,321962,-960340,-326837,-1971533,948469,558220,342071,-2812,339259,228683,2239531,295495,295495,295495,63.10%,-48.65%,51.24%,18645440,6398699,37.5,-1.339,27.424,27.028,-15.249,27.345,96.417,33.333,38293492,-1018.882,28.705,50433.102,-0.579,4.75
'600726',华电能源,0.059,2.73,0.09,1.268,0.08 ,0.076,0.858,-0.695,9.868,-30.657,12.427,13.134,1.266,2527125,427551,1804380,63486,1436362,797317,2233679,249387,168828,14947,-44008,-12847,313477,37124,23736,-2146,21590,18110,-136734,196668,196668,153468,23.41%,-8.39%,21.48%,3592428,105211.11,43.75,-0.049,2.749,2.728,0.061,34.751,85.714,41.667,91681576,-1041.041,2.814,11790.813,-0.329,0.04
'002120',韵达股份,0.204,50.81,0.307,7.19,0.07 ,0.111,3.17,2.831,60.28,44.742,40.442,26.014,7.123,931992,423422,280928,85733,360946,5069,366016,561801,42669,14627,-78339,-62946,265686,68458,51103,2451,53554,40364,372442,131575,13937,13937,60.34%,20.66%,37.56%,841011,390384.81,50,1.297,50.65,51.558,-0.537,61.93,31.861,50,11656658,-901.993,48.554,5513.558,0.593,2.23
'603568',伟明环保,0.255,23.91,0.26,3.615,0.07 ,0.0568,0.41,2.14,60.003,47.369,52.561,66.56,3.608,414363,116963,8916,241349,37026,128008,165034,248629,28221,3908,-22793,-13252,32207,21096,19905,27,19932,17776,147198,68776,68264,68264,20.41%,16.11%,33.87%,1393547,322112.19,57.81,0.725,23.932,24.54,-3.069,41.574,57.023,50,2546702,-376.161,22.982,21644.471,0.28,1.14
'000046',泛海控股,-0.291,7.07,0.292,4.09,0.07 ,0.654,1.006,1.726,10.699,249.419,-82.812,42.216,4.071,19864866,13752354,100414,10204,10107939,6908306,17016244,2125285,522735,339595,-560822,-214226,32493,4414,61528,107118,168646,151862,897097,519620,509513,509513,4.99%,-40.82%,48.01%,2540588,188399.41,39.06,-0.284,6.819,6.69,-32.405,20.511,98.125,33.333,54691272,-964.644,7.245,23855.002,-0.745,2.52
'300136',信维通信,-0.074,37.25,0.214,3.021,0.07 ,0.175,0.364,1.779,53.928,2.817,20.029,37.318,2.988,550644,307382,50158,83175,240390,11307,251697,296952,35814,17229,-87127,-46801,86221,30905,24389,83,24472,21001,174831,98283,74496,74496,148.95%,-14.79%,41.67%,11095964,4069451.5,51.56,-0.645,33.734,34.572,-14.664,55.395,96.522,66.667,14244459,-687.979,33.84,58919.625,-0.117,8.23
'600645',中源协和,-0.069,20.88,0.3,4.102,0.07 ,-0.0715,2.573,0.475,51.972,310.167,2.876,69.158,3.802,303292,72499,59718,9938,114468,18442,132910,157628,98843,-2747,5691,-561,21489,14630,12390,28,12418,11353,18231,38398,38377,38377,138.85%,-0.61%,50.23%,5328528,1174792.25,53.13,-0.359,21.865,21.954,-11.156,37.736,94.131,41.667,26911586,-2147.894,22.337,39421.293,-0.485,1.51
'002075',沙钢股份,0.127,16.18,0.115,1.65,0.07 ,0.122,-0.276,0.832,37.402,138.884,16.04,22.684,1.649,973700,545571,324978,38213,327167,13627,340794,364185,-60860,26802,2872,-15216,337594,73368,69111,737,69849,25463,183677,220677,220677,220677,112.22%,16.05%,36.14%,24765088,3762828.75,53.13,0.162,16.241,16.336,-1.125,60.97,42.458,33.333,31953316,-328.174,16.247,97103.016,0.114,0.31
'002477',雏鹰农牧,0.1,3.65,0.114,1.697,0.07 ,0.157,0.182,0.451,23.938,215.433,-3.514,18.274,1.662,2222898,1277219,270801,30956,1023980,495739,1519719,532112,57195,49284,-31285,-33011,113579,20348,44755,-25,44730,35736,141428,313516,198953,198953,93.78%,-8.96%,13.68%,18657140,699008.06,40.63,-0.027,3.617,3.622,1.152,67.009,21.053,41.667,24652768,-263.576,3.625,238183.031,-0.544,0.06
'002833',弘亚数控,0.016,51.76,0.52,7.498,0.07 ,0.431,2.575,3.729,85.011,31.382,36.755,35.844,7.498,119333,83936,13139,3526,15298,825,16123,101446,34839,5832,20588,26198,25831,8967,8336,0,8336,7062,50457,13530,5336,5336,82.44%,-16.70%,24.57%,439905,243946.19,40.63,-1.001,52.441,51.708,-4.743,17.16,90.374,33.333,1462137,394.7,54.013,1525.911,-0.484,2.96
'600681',百川能源,0.271,12.67,0.28,4.077,0.07 ,0.017,1.284,1.924,62.182,249.527,215.72,22.639,4.071,676300,317435,150522,29646,187358,67450,254808,420539,132479,1751,-65545,-61080,159704,35817,33288,-5,33283,29253,198418,103151,32746,32746,43.96%,19.78%,23.35%,1439427,176248.42,59.38,0.285,12.611,12.792,2.401,84.965,5.385,58.333,19644892,-915.58,12.21,14012.537,0.703,0.48
'002466',天齐锂业,-0.056,60.76,0.58,7.889,0.07 ,0.846,3.678,3.545,51.391,62.704,56.916,73.669,7.889,1797603,805546,140203,286451,234048,494315,728363,923803,420034,96674,-159261,-62555,166901,121146,106951,-803,106148,66022,427642,114205,113431,113431,122.81%,-9.37%,36.77%,13930272,8049447,51.56,0.031,55.522,56.748,-16.84,57.825,94.026,75,14109590,-372.701,54.229,102362.023,-0.216,14.56
'000672',上峰水泥,-0.171,9.8,0.204,2.859,0.07 ,0.213,-1.185,2.688,38.121,89.329,9.519,39.422,2.845,631565,282805,228637,65411,338587,42071,380658,240758,-96401,17294,624,13127,83024,31640,21832,-500,21332,16611,226841,81362,81362,81362,295.14%,-27.15%,48.11%,24012964,2919104.5,48.44,-0.537,10.038,9.796,-14.788,21.87,96.899,41.667,38703060,-382.13,10.723,110710.555,-0.701,1.4
'600609',金杯汽车,0.094,4.9,0.019,0.27,0.07 ,-0.019,1.069,-2.209,5.027,137.908,9.821,12.618,0.268,585942,431056,59528,11708,328102,171531,499632,29455,116782,-2045,936,-13737,137128,16357,6213,4872,11085,2025,-241364,109267,109267,109267,22.46%,-15.57%,18.10%,2454620,130409.84,45.31,-0.071,4.976,4.954,0.571,36.247,60.526,41.667,104387936,-1185.226,5.017,13957.082,0.16,0.27
'300700',岱勒新材,-0.17,61.61,0.47,6.347,0.07 ,0.109,2.904,2.183,52.961,265.651,168.116,50.05,6.332,103417,65433,22350,4105,42709,5937,48646,54771,23928,898,-5823,-3765,14338,7082,4622,-4,4618,3914,20463,8240,2060,2060,813.59%,-24.09%,48.21%,1676001,1087861.5,54.69,-2.264,61.058,59.776,-19.67,27.826,95.897,33.333,1207949,561.665,65.161,4313.456,-0.555,13.71
'300146',汤臣倍健,0.127,16.77,0.253,3.393,0.07 ,0.083,1.383,0.817,79.049,31.389,45.034,67.609,3.391,630612,412967,64923,17938,121193,6919,128112,498495,203191,12200,8240,19579,106753,70559,49522,2,49525,37209,120018,146903,87587,87587,163.67%,23.13%,32.65%,14335204,2148761.25,54.69,0.6,16.416,16.826,0.754,68.962,24.906,58.333,10949558,-709.605,15.635,77080.797,0.709,0.65
'601918',新集能源,0.266,3.85,0.137,2.007,0.07 ,0.469,0.697,-0.189,16.498,94.991,24.862,48.309,1.477,3151845,338427,1471460,156591,1220963,1344346,2565309,520004,180681,121597,-10212,119284,226250,101256,55902,111,56014,35545,-48886,259054,259054,259054,39.03%,7.76%,31.94%,10109819,347638.5,53.13,0.159,3.62,3.824,-5,68.954,42.718,66.667,114849048,-763.142,3.31,143236.297,0.591,0.35
'300568',星源材质,0.195,38.12,0.47,7.064,0.07 ,0.469,3.837,1.911,47.545,158.126,43.244,53.021,7.057,285259,155423,84228,11181,58080,90499,148579,135626,73676,9007,-6387,36463,17170,8816,5698,5001,10700,8944,36692,19200,12792,12792,166.45%,53.67%,94.03%,2129210,659100.38,53.13,1.555,35.474,36.942,-2.171,71.209,40.455,66.667,378299,-169.85,33.32,27537.084,0.286,2.54
'000895',双汇发展,0.198,26.9,0.322,3.656,0.07 ,0.382,0.575,1.526,66.803,21.087,-1.781,19.721,3.636,2348894,1059202,1130339,97739,668506,21463,689969,1569130,189639,126080,-114330,-26333,1199443,228473,134653,5939,140593,106389,866586,329956,329902,329902,20.90%,-5.08%,17.72%,6896056,1813027.88,43.75,0.247,25.625,26.058,-2.215,75.223,49.508,41.667,13361334,-916.608,24.966,25484.061,0.034,2.15
'000789',万年青,0.046,12.64,0.368,5.083,0.07 ,0.433,0.393,3.353,38.038,3358.696,48.787,36.724,5.074,876091,316423,398847,72875,302752,72347,375099,333250,24088,26548,-6886,7803,172501,61320,49421,-163,49258,22544,227142,61336,61335,61335,479.97%,1.04%,38.64%,29439208,3509388,60.94,0.175,12.347,12.428,-14.604,41.625,98.519,41.667,91720688,-1049.658,12.23,184309.797,-0.059,1.96
'000418',小天鹅Ａ,0.057,61.97,0.81,10.983,0.07 ,0.45,2.014,7.379,37.51,28.655,19.709,27.256,10.951,2020616,1841432,102379,18574,1138074,1540,1139614,757934,127384,28466,-51063,-32303,681194,182493,69222,215,69437,51102,529959,63249,63040,43936,36.99%,-9.19%,33.73%,1625203,1084023.88,42.19,-1.388,65.302,63.778,-7.192,17.888,90.491,33.333,23967172,-917.493,68.708,18148.504,-0.002,2.96
'600719',大连热电,-0.12,5.267,0.13,1.924,0.07 ,-0.268,0.252,0.258,48.863,-8.239,2.084,23.519,1.915,159531,43497,75793,89,74013,7566,81579,77952,10217,-10848,-1689,64,44148,10188,7205,-7,7198,5267,10562,40460,40460,40460,31.86%,-22.91%,32.88%,1289193,70502.91,46.88,-0.145,5.215,5.142,-16.503,32.587,97.756,33.333,27957692,-940.77,5.446,3178.595,-0.692,0.967
'603868',飞科电器,0.012,52.61,0.4,4.433,0.07 ,0.0856,1.579,1.354,81.867,-12.988,-5.93,37.871,4.409,315707,231293,58006,18153,53086,4160,57246,258461,68805,3727,-310,3216,88475,32384,22973,299,23271,17442,124317,43560,4360,4360,174.34%,-26.73%,30.13%,760128,439287.59,40.63,-1.371,51.407,51.544,-8.293,47.124,91.331,41.667,706262,35.906,52.843,4127.095,-0.294,5.26
'603899',晨光文具,0.097,29.9,0.222,3.053,0.07 ,-0.0403,0.296,1.464,70.222,23.217,30.252,27.189,2.942,432713,292260,85746,19458,113004,8328,121333,303861,27235,-3706,99447,95591,184031,49387,22516,1614,24130,20464,157700,92000,92000,92000,20.18%,21.26%,40.01%,1856592,525310.38,51.56,0.222,29.74,29.786,-1,53.583,37.96,41.667,1541101,68.018,29.72,11369.71,-0.152,1.37
'600298',安琪酵母,0.246,36.82,0.337,4.597,0.07 ,-0.144,0.791,2.879,49.905,30.241,14.904,36.731,4.591,816958,305586,443653,29519,245665,137899,383563,407703,65197,-11886,-16010,-16237,163032,57928,29368,667,30035,27735,266077,82408,82408,82408,54.56%,11.23%,30.01%,4495997,1469505.5,57.81,0.892,35.301,35.72,-3.87,63.213,74.719,66.667,16173191,-667.195,34.141,32412.26,0.396,2.72
'601801',皖新传媒,-0.099,9.04,0.33,5.009,0.07 ,-0.0018,1.217,2.343,74.896,5.341,16.609,20.152,4.964,1330410,1019793,31100,27782,295590,12088,307678,996418,242118,-352,20034,13682,225657,44753,66897,87,66985,65844,466127,198920,198920,198920,22.72%,-24.58%,32.11%,4519453,436994.41,40.63,-0.244,8.927,8.83,-14.622,26.637,97.283,33.333,19320646,-737.563,9.209,11964.55,-0.724,1.48
'000333',美的集团,0.035,55.24,0.795,10.783,0.07 ,0.67,2.428,6.8,31.368,20.761,16.704,25.622,10.654,25256652,17444044,2223860,1494870,11896000,4569939,16465939,7922599,1606071,442909,-725009,-543313,6973753,1746523,675446,3471,678917,525623,5288347,661472,638390,638390,34.95%,-19.37%,26.18%,22311650,12161326,50,-0.11,52.05,52.84,-11.575,62.01,91.837,58.333,40091816,-297.701,51.172,76420.555,-0.168,9.12
'600741',华域汽车,0.107,25.09,0.923,13.923,0.07 ,-0.0937,4.057,7.686,33.736,90.449,18.37,13.059,13.566,13010980,8017752,1809676,349846,6956471,750010,7706481,4389437,1279212,-29533,-305635,-312919,4024843,509051,358252,47134,405386,291132,2423200,315272,286651,286651,31.31%,-12.51%,28.18%,8975894,2245563,45.31,0.061,24.039,24.442,-3.82,63.844,46.821,58.333,97481776,-1166.301,23.364,62601.285,-0.18,1.77
'300577',开润股份,0.129,43.56,0.159,2.227,0.07 ,-0.376,0.318,0.908,52.929,25.286,88.175,25.571,2.217,99116,83278,9240,995,44290,906,45195,52461,16579,-8185,-3676,-7075,41579,10498,4582,15,4597,3453,23743,21772,6376,6376,41.18%,14.96%,42.95%,262544,178322.58,48.44,1.196,42.1,42.842,-7.33,53.156,68.456,33.333,405450,394.434,40.779,1941.12,0.083,4.41
'002133',广宇集团,0.019,4.68,0.27,3.998,0.07 ,-0.202,1.078,1.671,38.328,945.847,120.053,46.121,3.99,823672,754152,1785,957,295191,155131,450322,315695,83435,-15666,15565,49386,167794,62413,54233,4,54236,20836,135582,77414,63475,63475,58.42%,-4.09%,21.36%,3708505,169260.09,54.69,0.058,4.604,4.652,-9.861,47.586,95.714,41.667,42274908,-878.293,4.53,51809.926,-0.175,0.49
'600486',扬农化工,0.291,56.59,0.885,12.921,0.07 ,1.349,2.631,8.142,60.863,111.016,53.399,32.456,12.921,686438,394772,197500,16799,249144,2492,251636,417788,81537,41808,21530,39355,161040,51829,33857,-3,33854,27413,269672,30990,30990,30990,51.14%,11.57%,29.61%,1584794,805984.44,54.69,2.259,54.965,56.77,-1.13,72.555,23.061,75,9962582,-1262.302,51.008,10805.027,0.554,1.47
'002128',露天煤业,0.045,9.35,0.46,6.856,0.07 ,-0.0997,0.766,4.402,74.51,6.701,6.133,55.144,6.488,1569612,666834,661607,63326,358666,34520,393187,1169518,125121,-16287,-6551,-28887,230257,98879,89089,-48,89041,75001,768432,163438,163437,163437,97.44%,-21.45%,39.98%,15925913,1681271.38,46.88,-0.114,9.017,9.096,-8.191,54.594,95.041,41.667,43888084,-1733.842,8.93,69471.43,0.134,1.06
'000885',同力水泥,-0.2,13.71,0.259,4.008,0.07 ,0.501,0.111,2.128,25.101,4.947,-60.426,60.952,3.861,794642,44674,573011,1119,223102,357477,580579,199463,5521,24850,-60385,-10625,42046,25290,17652,-27,17625,12866,106107,49638,49638,49638,90.18%,-35.06%,45.06%,4476548,679173.56,50,-0.612,13.365,13.1,-24.443,28.215,98.879,33.333,25751318,-565.674,14.205,10893.187,-0.864,3.76
'002294',信立泰,-0.03,40.86,0.4,5.381,0.07 ,0.295,0.154,3.732,90.18,10.333,15.859,81.245,5.325,716901,380959,117722,97126,47856,12369,60225,646504,16109,30827,-18038,12430,112639,89348,49494,-260,49234,41532,474030,104602,104602,104602,37.39%,-3.97%,24.12%,3911270,1596301.5,50,-0.129,39.943,40.176,-12.608,45.652,96.745,41.667,6464251,-1048.295,40.058,25231,-0.329,5.84
